"MODEL           ","                "
"1490","PLU1490     ","0","0"
"1491","PLU1491     ","0","0"
"1492","PLU1492     ","0","0"
"1493","PLU1493     ","0","0"
"1494","PLU1494     ","0","0"
"1495","PLU1495     ","0","0"
"1496","PLU1496     ","0","0"
"1497","PLU1497     ","0","0"
"1498","PLU1498     ","0","0"
"1499","PLU1499     ","0","0"
"1500","PLU1500     ","0","0"
"1501","PLU1501     ","0","0"
"1502","PLU1502     ","0","0"
"1503","PLU1503     ","0","0"
"1504","PLU1504     ","0","0"
"1505","PLU1505     ","0","0"
"1506","PLU1506     ","0","0"
"1507","PLU1507     ","0","0"
"1508","PLU1508     ","0","0"
"1509","PLU1509     ","0","0"
"1510","PLU1510     ","0","0"
"1511","PLU1511     ","0","0"
"1512","PLU1512     ","0","0"
"1513","PLU1513     ","0","0"
"1514","PLU1514     ","0","0"
"1515","PLU1515     ","0","0"
"1516","PLU1516     ","0","0"
"1517","PLU1517     ","0","0"
"1518","PLU1518     ","0","0"
"1519","PLU1519     ","0","0"
"1520","PLU1520     ","0","0"
"1521","PLU1521     ","0","0"
"1522","PLU1522     ","0","0"
"1523","PLU1523     ","0","0"
"1524","PLU1524     ","0","0"
"1525","PLU1525     ","0","0"
"1526","PLU1526     ","0","0"
"1527","PLU1527     ","0","0"
"1528","PLU1528     ","0","0"
"1529","PLU1529     ","0","0"
"1530","PLU1530     ","0","0"
"1531","PLU1531     ","0","0"
"1532","PLU1532     ","0","0"
"1533","PLU1533     ","0","0"
"1534","PLU1534     ","0","0"
"1535","PLU1535     ","0","0"
"1536","PLU1536     ","0","0"
"1537","PLU1537     ","0","0"
"1538","PLU1538     ","0","0"
"1539","PLU1539     ","0","0"
"1540","PLU1540     ","0","0"
"1541","PLU1541     ","0","0"
"1542","PLU1542     ","0","0"
"1543","PLU1543     ","0","0"
"1544","PLU1544     ","0","0"
"1545","PLU1545     ","0","0"
"1546","PLU1546     ","0","0"
"1547","PLU1547     ","0","0"
"1548","PLU1548     ","0","0"
"1549","PLU1549     ","0","0"
"1550","PLU1550     ","0","0"
"1551","PLU1551     ","0","0"
"1552","PLU1552     ","0","0"
"1553","PLU1553     ","0","0"
"1554","PLU1554     ","0","0"
"1555","PLU1555     ","0","0"
"1556","PLU1556     ","0","0"
"1557","PLU1557     ","0","0"
"1558","PLU1558     ","0","0"
"1559","PLU1559     ","0","0"
"1560","PLU1560     ","0","0"
"1561","PLU1561     ","0","0"
"1562","PLU1562     ","0","0"
"1563","PLU1563     ","0","0"
"1564","PLU1564     ","0","0"
"1565","PLU1565     ","0","0"
"1566","PLU1566     ","0","0"
"1567","PLU1567     ","0","0"
"1568","PLU1568     ","0","0"
"1569","PLU1569     ","0","0"
"1570","PLU1570     ","0","0"
"1571","PLU1571     ","0","0"
"1572","PLU1572     ","0","0"
"1573","PLU1573     ","0","0"
"1574","PLU1574     ","0","0"
"1575","PLU1575     ","0","0"
"1576","PLU1576     ","0","0"
"1577","PLU1577     ","0","0"
"1578","PLU1578     ","0","0"
"1579","PLU1579     ","0","0"
"1580","PLU1580     ","0","0"
"1581","PLU1581     ","0","0"
"1582","PLU1582     ","0","0"
"1583","PLU1583     ","0","0"
"1584","PLU1584     ","0","0"
"1585","PLU1585     ","0","0"
"1586","PLU1586     ","0","0"
"1587","PLU1587     ","0","0"
"1588","PLU1588     ","0","0"
"1589","PLU1589     ","0","0"
"1590","PLU1590     ","0","0"
"1591","PLU1591     ","0","0"
"1592","PLU1592     ","0","0"
"1593","PLU1593     ","0","0"
"1594","PLU1594     ","0","0"
"1595","PLU1595     ","0","0"
"1596","PLU1596     ","0","0"
"1597","PLU1597     ","0","0"
"1598","PLU1598     ","0","0"
"1599","PLU1599     ","0","0"
"1600","PLU1600     ","0","0"
"1601","PLU1601     ","0","0"
"1602","PLU1602     ","0","0"
"1603","PLU1603     ","0","0"
"1604","PLU1604     ","0","0"
"1605","PLU1605     ","0","0"
"1606","PLU1606     ","0","0"
"1607","PLU1607     ","0","0"
"1608","PLU1608     ","0","0"
"1609","PLU1609     ","0","0"
"1610","PLU1610     ","0","0"
"1611","PLU1611     ","0","0"
"1612","PLU1612     ","0","0"
"1613","PLU1613     ","0","0"
"1614","PLU1614     ","0","0"
"1615","PLU1615     ","0","0"
"1616","PLU1616     ","0","0"
"1617","PLU1617     ","0","0"
"1618","PLU1618     ","0","0"
"1619","PLU1619     ","0","0"
"1620","PLU1620     ","0","0"
"1621","PLU1621     ","0","0"
"1622","PLU1622     ","0","0"
"1623","PLU1623     ","0","0"
"1624","PLU1624     ","0","0"
"1625","PLU1625     ","0","0"
"1626","PLU1626     ","0","0"
"1627","PLU1627     ","0","0"
"1628","PLU1628     ","0","0"
"1629","PLU1629     ","0","0"
"1630","PLU1630     ","0","0"
"1631","PLU1631     ","0","0"
"1632","PLU1632     ","0","0"
"1633","PLU1633     ","0","0"
"1634","PLU1634     ","0","0"
"1635","PLU1635     ","0","0"
"1636","PLU1636     ","0","0"
"1637","PLU1637     ","0","0"
"1638","PLU1638     ","0","0"
"1639","PLU1639     ","0","0"
"1640","PLU1640     ","0","0"
"1641","PLU1641     ","0","0"
"1642","PLU1642     ","0","0"
"1643","PLU1643     ","0","0"
"1644","PLU1644     ","0","0"
"1645","PLU1645     ","0","0"
"1646","PLU1646     ","0","0"
"1647","PLU1647     ","0","0"
"1648","PLU1648     ","0","0"
"1649","PLU1649     ","0","0"
"1650","PLU1650     ","0","0"
"1651","PLU1651     ","0","0"
"1652","PLU1652     ","0","0"
"1653","PLU1653     ","0","0"
"1654","PLU1654     ","0","0"
"1655","PLU1655     ","0","0"
"1656","PLU1656     ","0","0"
"1657","PLU1657     ","0","0"
"1658","PLU1658     ","0","0"
"1659","PLU1659     ","0","0"
"1660","PLU1660     ","0","0"
"1661","PLU1661     ","0","0"
"1662","PLU1662     ","0","0"
"1663","PLU1663     ","0","0"
"1664","PLU1664     ","0","0"
"1665","PLU1665     ","0","0"
"1666","PLU1666     ","0","0"
"1667","PLU1667     ","0","0"
"1668","PLU1668     ","0","0"
"1669","PLU1669     ","0","0"
"1670","PLU1670     ","0","0"
"1671","PLU1671     ","0","0"
"1672","PLU1672     ","0","0"
"1673","PLU1673     ","0","0"
"1674","PLU1674     ","0","0"
"1675","PLU1675     ","0","0"
"1676","PLU1676     ","0","0"
"1677","PLU1677     ","0","0"
"1678","PLU1678     ","0","0"
"1679","PLU1679     ","0","0"
"1680","PLU1680     ","0","0"
"1681","PLU1681     ","0","0"
"1682","PLU1682     ","0","0"
"1683","PLU1683     ","0","0"
"1684","PLU1684     ","0","0"
"1685","PLU1685     ","0","0"
"1686","PLU1686     ","0","0"
"1687","PLU1687     ","0","0"
"1688","PLU1688     ","0","0"
"1689","PLU1689     ","0","0"
"1690","PLU1690     ","0","0"
"1691","PLU1691     ","0","0"
"1692","PLU1692     ","0","0"
"1693","PLU1693     ","0","0"
"1694","PLU1694     ","0","0"
"1695","PLU1695     ","0","0"
"1696","PLU1696     ","0","0"
"1697","PLU1697     ","0","0"
"1698","PLU1698     ","0","0"
"1699","PLU1699     ","0","0"
"1700","PLU1700     ","0","0"
"1701","PLU1701     ","0","0"
"1702","PLU1702     ","0","0"
"1703","PLU1703     ","0","0"
"1704","PLU1704     ","0","0"
"1705","PLU1705     ","0","0"
"1706","PLU1706     ","0","0"
"1707","PLU1707     ","0","0"
"1708","PLU1708     ","0","0"
"1709","PLU1709     ","0","0"
"1710","PLU1710     ","0","0"
"1711","PLU1711     ","0","0"
"1712","PLU1712     ","0","0"
"1713","PLU1713     ","0","0"
"1714","PLU1714     ","0","0"
"1715","PLU1715     ","0","0"
"1716","PLU1716     ","0","0"
"1717","PLU1717     ","0","0"
"1718","PLU1718     ","0","0"
"1719","PLU1719     ","0","0"
"1720","PLU1720     ","0","0"
"1721","PLU1721     ","0","0"
"1722","PLU1722     ","0","0"
"1723","PLU1723     ","0","0"
"1724","PLU1724     ","0","0"
"1725","PLU1725     ","0","0"
"1726","PLU1726     ","0","0"
"1727","PLU1727     ","0","0"
"1728","PLU1728     ","0","0"
"1729","PLU1729     ","0","0"
"1730","PLU1730     ","0","0"
"1731","PLU1731     ","0","0"
"1732","PLU1732     ","0","0"
"1733","PLU1733     ","0","0"
"1734","PLU1734     ","0","0"
"1735","PLU1735     ","0","0"
"1736","PLU1736     ","0","0"
"1737","PLU1737     ","0","0"
"1738","PLU1738     ","0","0"
"1739","PLU1739     ","0","0"
"1740","PLU1740     ","0","0"
"1741","PLU1741     ","0","0"
"1742","PLU1742     ","0","0"
"1743","PLU1743     ","0","0"
"1744","PLU1744     ","0","0"
"1745","PLU1745     ","0","0"
"1746","PLU1746     ","0","0"
"1747","PLU1747     ","0","0"
"1748","PLU1748     ","0","0"
"1749","PLU1749     ","0","0"
"1750","PLU1750     ","0","0"
"1751","PLU1751     ","0","0"
"1752","PLU1752     ","0","0"
"1753","PLU1753     ","0","0"
"1754","PLU1754     ","0","0"
"1755","PLU1755     ","0","0"
"1756","PLU1756     ","0","0"
"1757","PLU1757     ","0","0"
"1758","PLU1758     ","0","0"
"1759","PLU1759     ","0","0"
"1760","PLU1760     ","0","0"
"1761","PLU1761     ","0","0"
"1762","PLU1762     ","0","0"
"1763","PLU1763     ","0","0"
"1764","PLU1764     ","0","0"
"1765","PLU1765     ","0","0"
"1766","PLU1766     ","0","0"
"1767","PLU1767     ","0","0"
"1768","PLU1768     ","0","0"
"1769","PLU1769     ","0","0"
"1770","PLU1770     ","0","0"
"1771","PLU1771     ","0","0"
"1772","PLU1772     ","0","0"
"1773","PLU1773     ","0","0"
"1774","PLU1774     ","0","0"
"1775","PLU1775     ","0","0"
"1776","PLU1776     ","0","0"
"1777","PLU1777     ","0","0"
"1778","PLU1778     ","0","0"
"1779","PLU1779     ","0","0"
"1780","PLU1780     ","0","0"
"1781","PLU1781     ","0","0"
"1782","PLU1782     ","0","0"
"1783","PLU1783     ","0","0"
"1784","PLU1784     ","0","0"
"1785","PLU1785     ","0","0"
"1786","PLU1786     ","0","0"
"1787","PLU1787     ","0","0"
"1788","PLU1788     ","0","0"
"1789","PLU1789     ","0","0"
"1790","PLU1790     ","0","0"
"1791","PLU1791     ","0","0"
"1792","PLU1792     ","0","0"
"1793","PLU1793     ","0","0"
"1794","PLU1794     ","0","0"
"1795","PLU1795     ","0","0"
"1796","PLU1796     ","0","0"
"1797","PLU1797     ","0","0"
"1798","PLU1798     ","0","0"
"1799","PLU1799     ","0","0"
"1800","PLU1800     ","0","0"
"1801","PLU1801     ","0","0"
"1802","PLU1802     ","0","0"
"1803","PLU1803     ","0","0"
"1804","PLU1804     ","0","0"
"1805","PLU1805     ","0","0"
"1806","PLU1806     ","0","0"
"1807","PLU1807     ","0","0"
"1808","PLU1808     ","0","0"
"1809","PLU1809     ","0","0"
"1810","PLU1810     ","0","0"
"1811","PLU1811     ","0","0"
"1812","PLU1812     ","0","0"
"1813","PLU1813     ","0","0"
"1814","PLU1814     ","0","0"
"1815","PLU1815     ","0","0"
"1816","PLU1816     ","0","0"
"1817","PLU1817     ","0","0"
"1818","PLU1818     ","0","0"
"1819","PLU1819     ","0","0"
"1820","PLU1820     ","0","0"
"1821","PLU1821     ","0","0"
"1822","PLU1822     ","0","0"
"1823","PLU1823     ","0","0"
"1824","PLU1824     ","0","0"
"1825","PLU1825     ","0","0"
"1826","PLU1826     ","0","0"
"1827","PLU1827     ","0","0"
"1828","PLU1828     ","0","0"
"1829","PLU1829     ","0","0"
"1830","PLU1830     ","0","0"
"1831","PLU1831     ","0","0"
"1832","PLU1832     ","0","0"
"1833","PLU1833     ","0","0"
"1834","PLU1834     ","0","0"
"1835","PLU1835     ","0","0"
"1836","PLU1836     ","0","0"
"1837","PLU1837     ","0","0"
"1838","PLU1838     ","0","0"
"1839","PLU1839     ","0","0"
"1840","PLU1840     ","0","0"
"1841","PLU1841     ","0","0"
"1842","PLU1842     ","0","0"
"1843","PLU1843     ","0","0"
"1844","PLU1844     ","0","0"
"1845","PLU1845     ","0","0"
"1846","PLU1846     ","0","0"
"1847","PLU1847     ","0","0"
"1848","PLU1848     ","0","0"
"1849","PLU1849     ","0","0"
"1850","PLU1850     ","0","0"
"1851","PLU1851     ","0","0"
"1852","PLU1852     ","0","0"
"1853","PLU1853     ","0","0"
"1854","PLU1854     ","0","0"
"1855","PLU1855     ","0","0"
"1856","PLU1856     ","0","0"
"1857","PLU1857     ","0","0"
"1858","PLU1858     ","0","0"
"1859","PLU1859     ","0","0"
"1860","PLU1860     ","0","0"
"1861","PLU1861     ","0","0"
"1862","PLU1862     ","0","0"
"1863","PLU1863     ","0","0"
"1864","PLU1864     ","0","0"
"1865","PLU1865     ","0","0"
"1866","PLU1866     ","0","0"
"1867","PLU1867     ","0","0"
"1868","PLU1868     ","0","0"
"1869","PLU1869     ","0","0"
"1870","PLU1870     ","0","0"
"1871","PLU1871     ","0","0"
"1872","PLU1872     ","0","0"
"1873","PLU1873     ","0","0"
"1874","PLU1874     ","0","0"
"1875","PLU1875     ","0","0"
"1876","PLU1876     ","0","0"
"1877","PLU1877     ","0","0"
"1878","PLU1878     ","0","0"
"1879","PLU1879     ","0","0"
"1880","PLU1880     ","0","0"
"1881","PLU1881     ","0","0"
"1882","PLU1882     ","0","0"
"1883","PLU1883     ","0","0"
"1884","PLU1884     ","0","0"
"1885","PLU1885     ","0","0"
"1886","PLU1886     ","0","0"
"1887","PLU1887     ","0","0"
"1888","PLU1888     ","0","0"
"1889","PLU1889     ","0","0"
"1890","PLU1890     ","0","0"
"1891","PLU1891     ","0","0"
"1892","PLU1892     ","0","0"
"1893","PLU1893     ","0","0"
"1894","PLU1894     ","0","0"
"1895","PLU1895     ","0","0"
"1896","PLU1896     ","0","0"
"1897","PLU1897     ","0","0"
"1898","PLU1898     ","0","0"
"1899","PLU1899     ","0","0"
"1900","PLU1900     ","0","0"
"1901","PLU1901     ","0","0"
"1902","PLU1902     ","0","0"
"1903","PLU1903     ","0","0"
"1904","PLU1904     ","0","0"
"1905","PLU1905     ","0","0"
"1906","PLU1906     ","0","0"
"1907","PLU1907     ","0","0"
"1908","PLU1908     ","0","0"
"1909","PLU1909     ","0","0"
"1910","PLU1910     ","0","0"
"1911","PLU1911     ","0","0"
"1912","PLU1912     ","0","0"
"1913","PLU1913     ","0","0"
"1914","PLU1914     ","0","0"
"1915","PLU1915     ","0","0"
"1916","PLU1916     ","0","0"
"1917","PLU1917     ","0","0"
"1918","PLU1918     ","0","0"
"1919","PLU1919     ","0","0"
"1920","PLU1920     ","0","0"
"1921","PLU1921     ","0","0"
"1922","PLU1922     ","0","0"
"1923","PLU1923     ","0","0"
"1924","PLU1924     ","0","0"
"1925","PLU1925     ","0","0"
"1926","PLU1926     ","0","0"
"1927","PLU1927     ","0","0"
"1928","PLU1928     ","0","0"
"1929","PLU1929     ","0","0"
"1930","PLU1930     ","0","0"
"1931","PLU1931     ","0","0"
"1932","PLU1932     ","0","0"
"1933","PLU1933     ","0","0"
"1934","PLU1934     ","0","0"
"1935","PLU1935     ","0","0"
"1936","PLU1936     ","0","0"
"1937","PLU1937     ","0","0"
"1938","PLU1938     ","0","0"
"1939","PLU1939     ","0","0"
"1940","PLU1940     ","0","0"
"1941","PLU1941     ","0","0"
"1942","PLU1942     ","0","0"
"1943","PLU1943     ","0","0"
"1944","PLU1944     ","0","0"
"1945","PLU1945     ","0","0"
"1946","PLU1946     ","0","0"
"1947","PLU1947     ","0","0"
"1948","PLU1948     ","0","0"
"1949","PLU1949     ","0","0"
"1950","PLU1950     ","0","0"
"1951","PLU1951     ","0","0"
"1952","PLU1952     ","0","0"
"1953","PLU1953     ","0","0"
"1954","PLU1954     ","0","0"
"1955","PLU1955     ","0","0"
"1956","PLU1956     ","0","0"
"1957","PLU1957     ","0","0"
"1958","PLU1958     ","0","0"
"1959","PLU1959     ","0","0"
"1960","PLU1960     ","0","0"
"1961","PLU1961     ","0","0"
"1962","PLU1962     ","0","0"
"1963","PLU1963     ","0","0"
"1964","PLU1964     ","0","0"
"1965","PLU1965     ","0","0"
"1966","PLU1966     ","0","0"
"1967","PLU1967     ","0","0"
"1968","PLU1968     ","0","0"
"1969","PLU1969     ","0","0"
"1970","PLU1970     ","0","0"
"1971","PLU1971     ","0","0"
"1972","PLU1972     ","0","0"
"1973","PLU1973     ","0","0"
"1974","PLU1974     ","0","0"
"1975","PLU1975     ","0","0"
"1976","PLU1976     ","0","0"
"1977","PLU1977     ","0","0"
"1978","PLU1978     ","0","0"
"1979","PLU1979     ","0","0"
"1980","PLU1980     ","0","0"
"1981","PLU1981     ","0","0"
"1982","PLU1982     ","0","0"
"1983","PLU1983     ","0","0"
"1984","PLU1984     ","0","0"
"1985","PLU1985     ","0","0"
"1986","PLU1986     ","0","0"
"1987","PLU1987     ","0","0"
"1988","PLU1988     ","0","0"
"1989","PLU1989     ","0","0"
"1990","PLU1990     ","0","0"
"1991","PLU1991     ","0","0"
"1992","PLU1992     ","0","0"
"1993","PLU1993     ","0","0"
"1994","PLU1994     ","0","0"
"1995","PLU1995     ","0","0"
"1996","PLU1996     ","0","0"
"1997","PLU1997     ","0","0"
"1998","PLU1998     ","0","0"
"1999","PLU1999     ","0","0"
"2000","PLU2000     ","0","0"
"2001","PLU2001     ","0","0"
"2002","PLU2002     ","0","0"
"2003","PLU2003     ","0","0"
"2004","PLU2004     ","0","0"
"2005","PLU2005     ","0","0"
"2006","PLU2006     ","0","0"
"2007","PLU2007     ","0","0"
"2008","PLU2008     ","0","0"
"2009","PLU2009     ","0","0"
"2010","PLU2010     ","0","0"
"2011","PLU2011     ","0","0"
"2012","PLU2012     ","0","0"
"2013","PLU2013     ","0","0"
"2014","PLU2014     ","0","0"
"2015","PLU2015     ","0","0"
"2016","PLU2016     ","0","0"
"2017","PLU2017     ","0","0"
"2018","PLU2018     ","0","0"
"2019","PLU2019     ","0","0"
"2020","PLU2020     ","0","0"
"2021","PLU2021     ","0","0"
"2022","PLU2022     ","0","0"
"2023","PLU2023     ","0","0"
"2024","PLU2024     ","0","0"
"2025","PLU2025     ","0","0"
"2026","PLU2026     ","0","0"
"2027","PLU2027     ","0","0"
"2028","PLU2028     ","0","0"
"2029","PLU2029     ","0","0"
"2030","PLU2030     ","0","0"
"2031","PLU2031     ","0","0"
"2032","PLU2032     ","0","0"
"2033","PLU2033     ","0","0"
"2034","PLU2034     ","0","0"
"2035","PLU2035     ","0","0"
"2036","PLU2036     ","0","0"
"2037","PLU2037     ","0","0"
"2038","PLU2038     ","0","0"
"2039","PLU2039     ","0","0"
"2040","PLU2040     ","0","0"
"2041","PLU2041     ","0","0"
"2042","PLU2042     ","0","0"
"2043","PLU2043     ","0","0"
"2044","PLU2044     ","0","0"
"2045","PLU2045     ","0","0"
"2046","PLU2046     ","0","0"
"2047","PLU2047     ","0","0"
"2048","PLU2048     ","0","0"
"2049","PLU2049     ","0","0"
"2050","PLU2050     ","0","0"
"2051","PLU2051     ","0","0"
"2052","PLU2052     ","0","0"
"2053","PLU2053     ","0","0"
"2054","PLU2054     ","0","0"
"2055","PLU2055     ","0","0"
"2056","PLU2056     ","0","0"
"2057","PLU2057     ","0","0"
"2058","PLU2058     ","0","0"
"2059","PLU2059     ","0","0"
"2060","PLU2060     ","0","0"
"2061","PLU2061     ","0","0"
"2062","PLU2062     ","0","0"
"2063","PLU2063     ","0","0"
"2064","PLU2064     ","0","0"
"2065","PLU2065     ","0","0"
"2066","PLU2066     ","0","0"
"2067","PLU2067     ","0","0"
"2068","PLU2068     ","0","0"
"2069","PLU2069     ","0","0"
"2070","PLU2070     ","0","0"
"2071","PLU2071     ","0","0"
"2072","PLU2072     ","0","0"
"2073","PLU2073     ","0","0"
"2074","PLU2074     ","0","0"
"2075","PLU2075     ","0","0"
"2076","PLU2076     ","0","0"
"2077","PLU2077     ","0","0"
"2078","PLU2078     ","0","0"
"2079","PLU2079     ","0","0"
"2080","PLU2080     ","0","0"
"2081","PLU2081     ","0","0"
"2082","PLU2082     ","0","0"
"2083","PLU2083     ","0","0"
"2084","PLU2084     ","0","0"
"2085","PLU2085     ","0","0"
"2086","PLU2086     ","0","0"
"2087","PLU2087     ","0","0"
"2088","PLU2088     ","0","0"
"2089","PLU2089     ","0","0"
"2090","PLU2090     ","0","0"
"2091","PLU2091     ","0","0"
"2092","PLU2092     ","0","0"
"2093","PLU2093     ","0","0"
"2094","PLU2094     ","0","0"
"2095","PLU2095     ","0","0"
"2096","PLU2096     ","0","0"
"2097","PLU2097     ","0","0"
"2098","PLU2098     ","0","0"
"2099","PLU2099     ","0","0"
"2100","PLU2100     ","0","0"
"2101","PLU2101     ","0","0"
"2102","PLU2102     ","0","0"
"2103","PLU2103     ","0","0"
"2104","PLU2104     ","0","0"
"2105","PLU2105     ","0","0"
"2106","PLU2106     ","0","0"
"2107","PLU2107     ","0","0"
"2108","PLU2108     ","0","0"
"2109","PLU2109     ","0","0"
"2110","PLU2110     ","0","0"
"2111","PLU2111     ","0","0"
"2112","PLU2112     ","0","0"
"2113","PLU2113     ","0","0"
"2114","PLU2114     ","0","0"
"2115","PLU2115     ","0","0"
"2116","PLU2116     ","0","0"
"2117","PLU2117     ","0","0"
"2118","PLU2118     ","0","0"
"2119","PLU2119     ","0","0"
"2120","PLU2120     ","0","0"
"2121","PLU2121     ","0","0"
"2122","PLU2122     ","0","0"
"2123","PLU2123     ","0","0"
"2124","PLU2124     ","0","0"
"2125","PLU2125     ","0","0"
"2126","PLU2126     ","0","0"
"2127","PLU2127     ","0","0"
"2128","PLU2128     ","0","0"
"2129","PLU2129     ","0","0"
"2130","PLU2130     ","0","0"
"2131","PLU2131     ","0","0"
"2132","PLU2132     ","0","0"
"2133","PLU2133     ","0","0"
"2134","PLU2134     ","0","0"
"2135","PLU2135     ","0","0"
"2136","PLU2136     ","0","0"
"2137","PLU2137     ","0","0"
"2138","PLU2138     ","0","0"
"2139","PLU2139     ","0","0"
"2140","PLU2140     ","0","0"
"2141","PLU2141     ","0","0"
"2142","PLU2142     ","0","0"
"2143","PLU2143     ","0","0"
"2144","PLU2144     ","0","0"
"2145","PLU2145     ","0","0"
"2146","PLU2146     ","0","0"
"2147","PLU2147     ","0","0"
"2148","PLU2148     ","0","0"
"2149","PLU2149     ","0","0"
"2150","PLU2150     ","0","0"
"2151","PLU2151     ","0","0"
"2152","PLU2152     ","0","0"
"2153","PLU2153     ","0","0"
"2154","PLU2154     ","0","0"
"2155","PLU2155     ","0","0"
"2156","PLU2156     ","0","0"
"2157","PLU2157     ","0","0"
"2158","PLU2158     ","0","0"
"2159","PLU2159     ","0","0"
"2160","PLU2160     ","0","0"
"2161","PLU2161     ","0","0"
"2162","PLU2162     ","0","0"
"2163","PLU2163     ","0","0"
"2164","PLU2164     ","0","0"
"2165","PLU2165     ","0","0"
"2166","PLU2166     ","0","0"
"2167","PLU2167     ","0","0"
"2168","PLU2168     ","0","0"
"2169","PLU2169     ","0","0"
"2170","PLU2170     ","0","0"
"2171","PLU2171     ","0","0"
"2172","PLU2172     ","0","0"
"2173","PLU2173     ","0","0"
"2174","PLU2174     ","0","0"
"2175","PLU2175     ","0","0"
"2176","PLU2176     ","0","0"
"2177","PLU2177     ","0","0"
"2178","PLU2178     ","0","0"
"2179","PLU2179     ","0","0"
"2180","PLU2180     ","0","0"
"2181","PLU2181     ","0","0"
"2182","PLU2182     ","0","0"
"2183","PLU2183     ","0","0"
"2184","PLU2184     ","0","0"
"2185","PLU2185     ","0","0"
"2186","PLU2186     ","0","0"
"2187","PLU2187     ","0","0"
"2188","PLU2188     ","0","0"
"2189","PLU2189     ","0","0"
"2190","PLU2190     ","0","0"
"2191","PLU2191     ","0","0"
"2192","PLU2192     ","0","0"
"2193","PLU2193     ","0","0"
"2194","PLU2194     ","0","0"
"2195","PLU2195     ","0","0"
"2196","PLU2196     ","0","0"
"2197","PLU2197     ","0","0"
"2198","PLU2198     ","0","0"
"2199","PLU2199     ","0","0"
"2200","PLU2200     ","0","0"
"2201","PLU2201     ","0","0"
"2202","PLU2202     ","0","0"
"2203","PLU2203     ","0","0"
"2204","PLU2204     ","0","0"
"2205","PLU2205     ","0","0"
"2206","PLU2206     ","0","0"
"2207","PLU2207     ","0","0"
"2208","PLU2208     ","0","0"
"2209","PLU2209     ","0","0"
"2210","PLU2210     ","0","0"
"2211","PLU2211     ","0","0"
"2212","PLU2212     ","0","0"
"2213","PLU2213     ","0","0"
"2214","PLU2214     ","0","0"
"2215","PLU2215     ","0","0"
"2216","PLU2216     ","0","0"
"2217","PLU2217     ","0","0"
"2218","PLU2218     ","0","0"
"2219","PLU2219     ","0","0"
"2220","PLU2220     ","0","0"
"2221","PLU2221     ","0","0"
"2222","PLU2222     ","0","0"
"2223","PLU2223     ","0","0"
"2224","PLU2224     ","0","0"
"2225","PLU2225     ","0","0"
"2226","PLU2226     ","0","0"
"2227","PLU2227     ","0","0"
"2228","PLU2228     ","0","0"
"2229","PLU2229     ","0","0"
"2230","PLU2230     ","0","0"
"2231","PLU2231     ","0","0"
"2232","PLU2232     ","0","0"
"2233","PLU2233     ","0","0"
"2234","PLU2234     ","0","0"
"2235","PLU2235     ","0","0"
"2236","PLU2236     ","0","0"
"2237","PLU2237     ","0","0"
"2238","PLU2238     ","0","0"
"2239","PLU2239     ","0","0"
"2240","PLU2240     ","0","0"
"2241","PLU2241     ","0","0"
"2242","PLU2242     ","0","0"
"2243","PLU2243     ","0","0"
"2244","PLU2244     ","0","0"
