"MODEL           ","                "
"2245","PLU2245     ","0","0"
"2246","PLU2246     ","0","0"
"2247","PLU2247     ","0","0"
"2248","PLU2248     ","0","0"
"2249","PLU2249     ","0","0"
"2250","PLU2250     ","0","0"
"2251","PLU2251     ","0","0"
"2252","PLU2252     ","0","0"
"2253","PLU2253     ","0","0"
"2254","PLU2254     ","0","0"
"2255","PLU2255     ","0","0"
"2256","PLU2256     ","0","0"
"2257","PLU2257     ","0","0"
"2258","PLU2258     ","0","0"
"2259","PLU2259     ","0","0"
"2260","PLU2260     ","0","0"
"2261","PLU2261     ","0","0"
"2262","PLU2262     ","0","0"
"2263","PLU2263     ","0","0"
"2264","PLU2264     ","0","0"
"2265","PLU2265     ","0","0"
"2266","PLU2266     ","0","0"
"2267","PLU2267     ","0","0"
"2268","PLU2268     ","0","0"
"2269","PLU2269     ","0","0"
"2270","PLU2270     ","0","0"
"2271","PLU2271     ","0","0"
"2272","PLU2272     ","0","0"
"2273","PLU2273     ","0","0"
"2274","PLU2274     ","0","0"
"2275","PLU2275     ","0","0"
"2276","PLU2276     ","0","0"
"2277","PLU2277     ","0","0"
"2278","PLU2278     ","0","0"
"2279","PLU2279     ","0","0"
"2280","PLU2280     ","0","0"
"2281","PLU2281     ","0","0"
"2282","PLU2282     ","0","0"
"2283","PLU2283     ","0","0"
"2284","PLU2284     ","0","0"
"2285","PLU2285     ","0","0"
"2286","PLU2286     ","0","0"
"2287","PLU2287     ","0","0"
"2288","PLU2288     ","0","0"
"2289","PLU2289     ","0","0"
"2290","PLU2290     ","0","0"
"2291","PLU2291     ","0","0"
"2292","PLU2292     ","0","0"
"2293","PLU2293     ","0","0"
"2294","PLU2294     ","0","0"
"2295","PLU2295     ","0","0"
"2296","PLU2296     ","0","0"
"2297","PLU2297     ","0","0"
"2298","PLU2298     ","0","0"
"2299","PLU2299     ","0","0"
"2300","PLU2300     ","0","0"
"2301","PLU2301     ","0","0"
"2302","PLU2302     ","0","0"
"2303","PLU2303     ","0","0"
"2304","PLU2304     ","0","0"
"2305","PLU2305     ","0","0"
"2306","PLU2306     ","0","0"
"2307","PLU2307     ","0","0"
"2308","PLU2308     ","0","0"
"2309","PLU2309     ","0","0"
"2310","PLU2310     ","0","0"
"2311","PLU2311     ","0","0"
"2312","PLU2312     ","0","0"
"2313","PLU2313     ","0","0"
"2314","PLU2314     ","0","0"
"2315","PLU2315     ","0","0"
"2316","PLU2316     ","0","0"
"2317","PLU2317     ","0","0"
"2318","PLU2318     ","0","0"
"2319","PLU2319     ","0","0"
"2320","PLU2320     ","0","0"
"2321","PLU2321     ","0","0"
"2322","PLU2322     ","0","0"
"2323","PLU2323     ","0","0"
"2324","PLU2324     ","0","0"
"2325","PLU2325     ","0","0"
"2326","PLU2326     ","0","0"
"2327","PLU2327     ","0","0"
"2328","PLU2328     ","0","0"
"2329","PLU2329     ","0","0"
"2330","PLU2330     ","0","0"
"2331","PLU2331     ","0","0"
"2332","PLU2332     ","0","0"
"2333","PLU2333     ","0","0"
"2334","PLU2334     ","0","0"
"2335","PLU2335     ","0","0"
"2336","PLU2336     ","0","0"
"2337","PLU2337     ","0","0"
"2338","PLU2338     ","0","0"
"2339","PLU2339     ","0","0"
"2340","PLU2340     ","0","0"
"2341","PLU2341     ","0","0"
"2342","PLU2342     ","0","0"
"2343","PLU2343     ","0","0"
"2344","PLU2344     ","0","0"
"2345","PLU2345     ","0","0"
"2346","PLU2346     ","0","0"
"2347","PLU2347     ","0","0"
"2348","PLU2348     ","0","0"
"2349","PLU2349     ","0","0"
"2350","PLU2350     ","0","0"
"2351","PLU2351     ","0","0"
"2352","PLU2352     ","0","0"
"2353","PLU2353     ","0","0"
"2354","PLU2354     ","0","0"
"2355","PLU2355     ","0","0"
"2356","PLU2356     ","0","0"
"2357","PLU2357     ","0","0"
"2358","PLU2358     ","0","0"
"2359","PLU2359     ","0","0"
"2360","PLU2360     ","0","0"
"2361","PLU2361     ","0","0"
"2362","PLU2362     ","0","0"
"2363","PLU2363     ","0","0"
"2364","PLU2364     ","0","0"
"2365","PLU2365     ","0","0"
"2366","PLU2366     ","0","0"
"2367","PLU2367     ","0","0"
"2368","PLU2368     ","0","0"
"2369","PLU2369     ","0","0"
"2370","PLU2370     ","0","0"
"2371","PLU2371     ","0","0"
"2372","PLU2372     ","0","0"
"2373","PLU2373     ","0","0"
"2374","PLU2374     ","0","0"
"2375","PLU2375     ","0","0"
"2376","PLU2376     ","0","0"
"2377","PLU2377     ","0","0"
"2378","PLU2378     ","0","0"
"2379","PLU2379     ","0","0"
"2380","PLU2380     ","0","0"
"2381","PLU2381     ","0","0"
"2382","PLU2382     ","0","0"
"2383","PLU2383     ","0","0"
"2384","PLU2384     ","0","0"
"2385","PLU2385     ","0","0"
"2386","PLU2386     ","0","0"
"2387","PLU2387     ","0","0"
"2388","PLU2388     ","0","0"
"2389","PLU2389     ","0","0"
"2390","PLU2390     ","0","0"
"2391","PLU2391     ","0","0"
"2392","PLU2392     ","0","0"
"2393","PLU2393     ","0","0"
"2394","PLU2394     ","0","0"
"2395","PLU2395     ","0","0"
"2396","PLU2396     ","0","0"
"2397","PLU2397     ","0","0"
"2398","PLU2398     ","0","0"
"2399","PLU2399     ","0","0"
"2400","PLU2400     ","0","0"
"2401","PLU2401     ","0","0"
"2402","PLU2402     ","0","0"
"2403","PLU2403     ","0","0"
"2404","PLU2404     ","0","0"
"2405","PLU2405     ","0","0"
"2406","PLU2406     ","0","0"
"2407","PLU2407     ","0","0"
"2408","PLU2408     ","0","0"
"2409","PLU2409     ","0","0"
"2410","PLU2410     ","0","0"
"2411","PLU2411     ","0","0"
"2412","PLU2412     ","0","0"
"2413","PLU2413     ","0","0"
"2414","PLU2414     ","0","0"
"2415","PLU2415     ","0","0"
"2416","PLU2416     ","0","0"
"2417","PLU2417     ","0","0"
"2418","PLU2418     ","0","0"
"2419","PLU2419     ","0","0"
"2420","PLU2420     ","0","0"
"2421","PLU2421     ","0","0"
"2422","PLU2422     ","0","0"
"2423","PLU2423     ","0","0"
"2424","PLU2424     ","0","0"
"2425","PLU2425     ","0","0"
"2426","PLU2426     ","0","0"
"2427","PLU2427     ","0","0"
"2428","PLU2428     ","0","0"
"2429","PLU2429     ","0","0"
"2430","PLU2430     ","0","0"
"2431","PLU2431     ","0","0"
"2432","PLU2432     ","0","0"
"2433","PLU2433     ","0","0"
"2434","PLU2434     ","0","0"
"2435","PLU2435     ","0","0"
"2436","PLU2436     ","0","0"
"2437","PLU2437     ","0","0"
"2438","PLU2438     ","0","0"
"2439","PLU2439     ","0","0"
"2440","PLU2440     ","0","0"
"2441","PLU2441     ","0","0"
"2442","PLU2442     ","0","0"
"2443","PLU2443     ","0","0"
"2444","PLU2444     ","0","0"
"2445","PLU2445     ","0","0"
"2446","PLU2446     ","0","0"
"2447","PLU2447     ","0","0"
"2448","PLU2448     ","0","0"
"2449","PLU2449     ","0","0"
"2450","PLU2450     ","0","0"
"2451","PLU2451     ","0","0"
"2452","PLU2452     ","0","0"
"2453","PLU2453     ","0","0"
"2454","PLU2454     ","0","0"
"2455","PLU2455     ","0","0"
"2456","PLU2456     ","0","0"
"2457","PLU2457     ","0","0"
"2458","PLU2458     ","0","0"
"2459","PLU2459     ","0","0"
"2460","PLU2460     ","0","0"
"2461","PLU2461     ","0","0"
"2462","PLU2462     ","0","0"
"2463","PLU2463     ","0","0"
"2464","PLU2464     ","0","0"
"2465","PLU2465     ","0","0"
"2466","PLU2466     ","0","0"
"2467","PLU2467     ","0","0"
"2468","PLU2468     ","0","0"
"2469","PLU2469     ","0","0"
"2470","PLU2470     ","0","0"
"2471","PLU2471     ","0","0"
"2472","PLU2472     ","0","0"
"2473","PLU2473     ","0","0"
"2474","PLU2474     ","0","0"
"2475","PLU2475     ","0","0"
"2476","PLU2476     ","0","0"
"2477","PLU2477     ","0","0"
"2478","PLU2478     ","0","0"
"2479","PLU2479     ","0","0"
"2480","PLU2480     ","0","0"
"2481","PLU2481     ","0","0"
"2482","PLU2482     ","0","0"
"2483","PLU2483     ","0","0"
"2484","PLU2484     ","0","0"
"2485","PLU2485     ","0","0"
"2486","PLU2486     ","0","0"
"2487","PLU2487     ","0","0"
"2488","PLU2488     ","0","0"
"2489","PLU2489     ","0","0"
"2490","PLU2490     ","0","0"
"2491","PLU2491     ","0","0"
"2492","PLU2492     ","0","0"
"2493","PLU2493     ","0","0"
"2494","PLU2494     ","0","0"
"2495","PLU2495     ","0","0"
"2496","PLU2496     ","0","0"
"2497","PLU2497     ","0","0"
"2498","PLU2498     ","0","0"
"2499","PLU2499     ","0","0"
"2500","PLU2500     ","0","0"
"2501","PLU2501     ","0","0"
"2502","PLU2502     ","0","0"
"2503","PLU2503     ","0","0"
"2504","PLU2504     ","0","0"
"2505","PLU2505     ","0","0"
"2506","PLU2506     ","0","0"
"2507","PLU2507     ","0","0"
"2508","PLU2508     ","0","0"
"2509","PLU2509     ","0","0"
"2510","PLU2510     ","0","0"
"2511","PLU2511     ","0","0"
"2512","PLU2512     ","0","0"
"2513","PLU2513     ","0","0"
"2514","PLU2514     ","0","0"
"2515","PLU2515     ","0","0"
"2516","PLU2516     ","0","0"
"2517","PLU2517     ","0","0"
"2518","PLU2518     ","0","0"
"2519","PLU2519     ","0","0"
"2520","PLU2520     ","0","0"
"2521","PLU2521     ","0","0"
"2522","PLU2522     ","0","0"
"2523","PLU2523     ","0","0"
"2524","PLU2524     ","0","0"
"2525","PLU2525     ","0","0"
"2526","PLU2526     ","0","0"
"2527","PLU2527     ","0","0"
"2528","PLU2528     ","0","0"
"2529","PLU2529     ","0","0"
"2530","PLU2530     ","0","0"
"2531","PLU2531     ","0","0"
"2532","PLU2532     ","0","0"
"2533","PLU2533     ","0","0"
"2534","PLU2534     ","0","0"
"2535","PLU2535     ","0","0"
"2536","PLU2536     ","0","0"
"2537","PLU2537     ","0","0"
"2538","PLU2538     ","0","0"
"2539","PLU2539     ","0","0"
"2540","PLU2540     ","0","0"
"2541","PLU2541     ","0","0"
"2542","PLU2542     ","0","0"
"2543","PLU2543     ","0","0"
"2544","PLU2544     ","0","0"
"2545","PLU2545     ","0","0"
"2546","PLU2546     ","0","0"
"2547","PLU2547     ","0","0"
"2548","PLU2548     ","0","0"
"2549","PLU2549     ","0","0"
"2550","PLU2550     ","0","0"
"2551","PLU2551     ","0","0"
"2552","PLU2552     ","0","0"
"2553","PLU2553     ","0","0"
"2554","PLU2554     ","0","0"
"2555","PLU2555     ","0","0"
"2556","PLU2556     ","0","0"
"2557","PLU2557     ","0","0"
"2558","PLU2558     ","0","0"
"2559","PLU2559     ","0","0"
"2560","PLU2560     ","0","0"
"2561","PLU2561     ","0","0"
"2562","PLU2562     ","0","0"
"2563","PLU2563     ","0","0"
"2564","PLU2564     ","0","0"
"2565","PLU2565     ","0","0"
"2566","PLU2566     ","0","0"
"2567","PLU2567     ","0","0"
"2568","PLU2568     ","0","0"
"2569","PLU2569     ","0","0"
"2570","PLU2570     ","0","0"
"2571","PLU2571     ","0","0"
"2572","PLU2572     ","0","0"
"2573","PLU2573     ","0","0"
"2574","PLU2574     ","0","0"
"2575","PLU2575     ","0","0"
"2576","PLU2576     ","0","0"
"2577","PLU2577     ","0","0"
"2578","PLU2578     ","0","0"
"2579","PLU2579     ","0","0"
"2580","PLU2580     ","0","0"
"2581","PLU2581     ","0","0"
"2582","PLU2582     ","0","0"
"2583","PLU2583     ","0","0"
"2584","PLU2584     ","0","0"
"2585","PLU2585     ","0","0"
"2586","PLU2586     ","0","0"
"2587","PLU2587     ","0","0"
"2588","PLU2588     ","0","0"
"2589","PLU2589     ","0","0"
"2590","PLU2590     ","0","0"
"2591","PLU2591     ","0","0"
"2592","PLU2592     ","0","0"
"2593","PLU2593     ","0","0"
"2594","PLU2594     ","0","0"
"2595","PLU2595     ","0","0"
"2596","PLU2596     ","0","0"
"2597","PLU2597     ","0","0"
"2598","PLU2598     ","0","0"
"2599","PLU2599     ","0","0"
"2600","PLU2600     ","0","0"
"2601","PLU2601     ","0","0"
"2602","PLU2602     ","0","0"
"2603","PLU2603     ","0","0"
"2604","PLU2604     ","0","0"
"2605","PLU2605     ","0","0"
"2606","PLU2606     ","0","0"
"2607","PLU2607     ","0","0"
"2608","PLU2608     ","0","0"
"2609","PLU2609     ","0","0"
"2610","PLU2610     ","0","0"
"2611","PLU2611     ","0","0"
"2612","PLU2612     ","0","0"
"2613","PLU2613     ","0","0"
"2614","PLU2614     ","0","0"
"2615","PLU2615     ","0","0"
"2616","PLU2616     ","0","0"
"2617","PLU2617     ","0","0"
"2618","PLU2618     ","0","0"
"2619","PLU2619     ","0","0"
"2620","PLU2620     ","0","0"
"2621","PLU2621     ","0","0"
"2622","PLU2622     ","0","0"
"2623","PLU2623     ","0","0"
"2624","PLU2624     ","0","0"
"2625","PLU2625     ","0","0"
"2626","PLU2626     ","0","0"
"2627","PLU2627     ","0","0"
"2628","PLU2628     ","0","0"
"2629","PLU2629     ","0","0"
"2630","PLU2630     ","0","0"
"2631","PLU2631     ","0","0"
"2632","PLU2632     ","0","0"
"2633","PLU2633     ","0","0"
"2634","PLU2634     ","0","0"
"2635","PLU2635     ","0","0"
"2636","PLU2636     ","0","0"
"2637","PLU2637     ","0","0"
"2638","PLU2638     ","0","0"
"2639","PLU2639     ","0","0"
"2640","PLU2640     ","0","0"
"2641","PLU2641     ","0","0"
"2642","PLU2642     ","0","0"
"2643","PLU2643     ","0","0"
"2644","PLU2644     ","0","0"
"2645","PLU2645     ","0","0"
"2646","PLU2646     ","0","0"
"2647","PLU2647     ","0","0"
"2648","PLU2648     ","0","0"
"2649","PLU2649     ","0","0"
"2650","PLU2650     ","0","0"
"2651","PLU2651     ","0","0"
"2652","PLU2652     ","0","0"
"2653","PLU2653     ","0","0"
"2654","PLU2654     ","0","0"
"2655","PLU2655     ","0","0"
"2656","PLU2656     ","0","0"
"2657","PLU2657     ","0","0"
"2658","PLU2658     ","0","0"
"2659","PLU2659     ","0","0"
"2660","PLU2660     ","0","0"
"2661","PLU2661     ","0","0"
"2662","PLU2662     ","0","0"
"2663","PLU2663     ","0","0"
"2664","PLU2664     ","0","0"
"2665","PLU2665     ","0","0"
"2666","PLU2666     ","0","0"
"2667","PLU2667     ","0","0"
"2668","PLU2668     ","0","0"
"2669","PLU2669     ","0","0"
"2670","PLU2670     ","0","0"
"2671","PLU2671     ","0","0"
"2672","PLU2672     ","0","0"
"2673","PLU2673     ","0","0"
"2674","PLU2674     ","0","0"
"2675","PLU2675     ","0","0"
"2676","PLU2676     ","0","0"
"2677","PLU2677     ","0","0"
"2678","PLU2678     ","0","0"
"2679","PLU2679     ","0","0"
"2680","PLU2680     ","0","0"
"2681","PLU2681     ","0","0"
"2682","PLU2682     ","0","0"
"2683","PLU2683     ","0","0"
"2684","PLU2684     ","0","0"
"2685","PLU2685     ","0","0"
"2686","PLU2686     ","0","0"
"2687","PLU2687     ","0","0"
"2688","PLU2688     ","0","0"
"2689","PLU2689     ","0","0"
"2690","PLU2690     ","0","0"
"2691","PLU2691     ","0","0"
"2692","PLU2692     ","0","0"
"2693","PLU2693     ","0","0"
"2694","PLU2694     ","0","0"
"2695","PLU2695     ","0","0"
"2696","PLU2696     ","0","0"
"2697","PLU2697     ","0","0"
"2698","PLU2698     ","0","0"
"2699","PLU2699     ","0","0"
"2700","PLU2700     ","0","0"
"2701","PLU2701     ","0","0"
"2702","PLU2702     ","0","0"
"2703","PLU2703     ","0","0"
"2704","PLU2704     ","0","0"
"2705","PLU2705     ","0","0"
"2706","PLU2706     ","0","0"
"2707","PLU2707     ","0","0"
"2708","PLU2708     ","0","0"
"2709","PLU2709     ","0","0"
"2710","PLU2710     ","0","0"
"2711","PLU2711     ","0","0"
"2712","PLU2712     ","0","0"
"2713","PLU2713     ","0","0"
"2714","PLU2714     ","0","0"
"2715","PLU2715     ","0","0"
"2716","PLU2716     ","0","0"
"2717","PLU2717     ","0","0"
"2718","PLU2718     ","0","0"
"2719","PLU2719     ","0","0"
"2720","PLU2720     ","0","0"
"2721","PLU2721     ","0","0"
"2722","PLU2722     ","0","0"
"2723","PLU2723     ","0","0"
"2724","PLU2724     ","0","0"
"2725","PLU2725     ","0","0"
"2726","PLU2726     ","0","0"
"2727","PLU2727     ","0","0"
"2728","PLU2728     ","0","0"
"2729","PLU2729     ","0","0"
"2730","PLU2730     ","0","0"
"2731","PLU2731     ","0","0"
"2732","PLU2732     ","0","0"
"2733","PLU2733     ","0","0"
"2734","PLU2734     ","0","0"
"2735","PLU2735     ","0","0"
"2736","PLU2736     ","0","0"
"2737","PLU2737     ","0","0"
"2738","PLU2738     ","0","0"
"2739","PLU2739     ","0","0"
"2740","PLU2740     ","0","0"
"2741","PLU2741     ","0","0"
"2742","PLU2742     ","0","0"
"2743","PLU2743     ","0","0"
"2744","PLU2744     ","0","0"
"2745","PLU2745     ","0","0"
"2746","PLU2746     ","0","0"
"2747","PLU2747     ","0","0"
"2748","PLU2748     ","0","0"
"2749","PLU2749     ","0","0"
"2750","PLU2750     ","0","0"
"2751","PLU2751     ","0","0"
"2752","PLU2752     ","0","0"
"2753","PLU2753     ","0","0"
"2754","PLU2754     ","0","0"
"2755","PLU2755     ","0","0"
"2756","PLU2756     ","0","0"
"2757","PLU2757     ","0","0"
"2758","PLU2758     ","0","0"
"2759","PLU2759     ","0","0"
"2760","PLU2760     ","0","0"
"2761","PLU2761     ","0","0"
"2762","PLU2762     ","0","0"
"2763","PLU2763     ","0","0"
"2764","PLU2764     ","0","0"
"2765","PLU2765     ","0","0"
"2766","PLU2766     ","0","0"
"2767","PLU2767     ","0","0"
"2768","PLU2768     ","0","0"
"2769","PLU2769     ","0","0"
"2770","PLU2770     ","0","0"
"2771","PLU2771     ","0","0"
"2772","PLU2772     ","0","0"
"2773","PLU2773     ","0","0"
"2774","PLU2774     ","0","0"
"2775","PLU2775     ","0","0"
"2776","PLU2776     ","0","0"
"2777","PLU2777     ","0","0"
"2778","PLU2778     ","0","0"
"2779","PLU2779     ","0","0"
"2780","PLU2780     ","0","0"
"2781","PLU2781     ","0","0"
"2782","PLU2782     ","0","0"
"2783","PLU2783     ","0","0"
"2784","PLU2784     ","0","0"
"2785","PLU2785     ","0","0"
"2786","PLU2786     ","0","0"
"2787","PLU2787     ","0","0"
"2788","PLU2788     ","0","0"
"2789","PLU2789     ","0","0"
"2790","PLU2790     ","0","0"
"2791","PLU2791     ","0","0"
"2792","PLU2792     ","0","0"
"2793","PLU2793     ","0","0"
"2794","PLU2794     ","0","0"
"2795","PLU2795     ","0","0"
"2796","PLU2796     ","0","0"
"2797","PLU2797     ","0","0"
"2798","PLU2798     ","0","0"
"2799","PLU2799     ","0","0"
"2800","PLU2800     ","0","0"
"2801","PLU2801     ","0","0"
"2802","PLU2802     ","0","0"
"2803","PLU2803     ","0","0"
"2804","PLU2804     ","0","0"
"2805","PLU2805     ","0","0"
"2806","PLU2806     ","0","0"
"2807","PLU2807     ","0","0"
"2808","PLU2808     ","0","0"
"2809","PLU2809     ","0","0"
"2810","PLU2810     ","0","0"
"2811","PLU2811     ","0","0"
"2812","PLU2812     ","0","0"
"2813","PLU2813     ","0","0"
"2814","PLU2814     ","0","0"
"2815","PLU2815     ","0","0"
"2816","PLU2816     ","0","0"
"2817","PLU2817     ","0","0"
"2818","PLU2818     ","0","0"
"2819","PLU2819     ","0","0"
"2820","PLU2820     ","0","0"
"2821","PLU2821     ","0","0"
"2822","PLU2822     ","0","0"
"2823","PLU2823     ","0","0"
"2824","PLU2824     ","0","0"
"2825","PLU2825     ","0","0"
"2826","PLU2826     ","0","0"
"2827","PLU2827     ","0","0"
"2828","PLU2828     ","0","0"
"2829","PLU2829     ","0","0"
"2830","PLU2830     ","0","0"
"2831","PLU2831     ","0","0"
"2832","PLU2832     ","0","0"
"2833","PLU2833     ","0","0"
"2834","PLU2834     ","0","0"
"2835","PLU2835     ","0","0"
"2836","PLU2836     ","0","0"
"2837","PLU2837     ","0","0"
"2838","PLU2838     ","0","0"
"2839","PLU2839     ","0","0"
"2840","PLU2840     ","0","0"
"2841","PLU2841     ","0","0"
"2842","PLU2842     ","0","0"
"2843","PLU2843     ","0","0"
"2844","PLU2844     ","0","0"
"2845","PLU2845     ","0","0"
"2846","PLU2846     ","0","0"
"2847","PLU2847     ","0","0"
"2848","PLU2848     ","0","0"
"2849","PLU2849     ","0","0"
"2850","PLU2850     ","0","0"
"2851","PLU2851     ","0","0"
"2852","PLU2852     ","0","0"
"2853","PLU2853     ","0","0"
"2854","PLU2854     ","0","0"
"2855","PLU2855     ","0","0"
"2856","PLU2856     ","0","0"
"2857","PLU2857     ","0","0"
"2858","PLU2858     ","0","0"
"2859","PLU2859     ","0","0"
"2860","PLU2860     ","0","0"
"2861","PLU2861     ","0","0"
"2862","PLU2862     ","0","0"
"2863","PLU2863     ","0","0"
"2864","PLU2864     ","0","0"
"2865","PLU2865     ","0","0"
"2866","PLU2866     ","0","0"
"2867","PLU2867     ","0","0"
"2868","PLU2868     ","0","0"
"2869","PLU2869     ","0","0"
"2870","PLU2870     ","0","0"
"2871","PLU2871     ","0","0"
"2872","PLU2872     ","0","0"
"2873","PLU2873     ","0","0"
"2874","PLU2874     ","0","0"
"2875","PLU2875     ","0","0"
"2876","PLU2876     ","0","0"
"2877","PLU2877     ","0","0"
"2878","PLU2878     ","0","0"
"2879","PLU2879     ","0","0"
"2880","PLU2880     ","0","0"
"2881","PLU2881     ","0","0"
"2882","PLU2882     ","0","0"
"2883","PLU2883     ","0","0"
"2884","PLU2884     ","0","0"
"2885","PLU2885     ","0","0"
"2886","PLU2886     ","0","0"
"2887","PLU2887     ","0","0"
"2888","PLU2888     ","0","0"
"2889","PLU2889     ","0","0"
"2890","PLU2890     ","0","0"
"2891","PLU2891     ","0","0"
"2892","PLU2892     ","0","0"
"2893","PLU2893     ","0","0"
"2894","PLU2894     ","0","0"
"2895","PLU2895     ","0","0"
"2896","PLU2896     ","0","0"
"2897","PLU2897     ","0","0"
"2898","PLU2898     ","0","0"
"2899","PLU2899     ","0","0"
"2900","PLU2900     ","0","0"
"2901","PLU2901     ","0","0"
"2902","PLU2902     ","0","0"
"2903","PLU2903     ","0","0"
"2904","PLU2904     ","0","0"
"2905","PLU2905     ","0","0"
"2906","PLU2906     ","0","0"
"2907","PLU2907     ","0","0"
"2908","PLU2908     ","0","0"
"2909","PLU2909     ","0","0"
"2910","PLU2910     ","0","0"
"2911","PLU2911     ","0","0"
"2912","PLU2912     ","0","0"
"2913","PLU2913     ","0","0"
"2914","PLU2914     ","0","0"
"2915","PLU2915     ","0","0"
"2916","PLU2916     ","0","0"
"2917","PLU2917     ","0","0"
"2918","PLU2918     ","0","0"
"2919","PLU2919     ","0","0"
"2920","PLU2920     ","0","0"
"2921","PLU2921     ","0","0"
"2922","PLU2922     ","0","0"
"2923","PLU2923     ","0","0"
"2924","PLU2924     ","0","0"
"2925","PLU2925     ","0","0"
"2926","PLU2926     ","0","0"
"2927","PLU2927     ","0","0"
"2928","PLU2928     ","0","0"
"2929","PLU2929     ","0","0"
"2930","PLU2930     ","0","0"
"2931","PLU2931     ","0","0"
"2932","PLU2932     ","0","0"
"2933","PLU2933     ","0","0"
"2934","PLU2934     ","0","0"
"2935","PLU2935     ","0","0"
"2936","PLU2936     ","0","0"
"2937","PLU2937     ","0","0"
"2938","PLU2938     ","0","0"
"2939","PLU2939     ","0","0"
"2940","PLU2940     ","0","0"
"2941","PLU2941     ","0","0"
"2942","PLU2942     ","0","0"
"2943","PLU2943     ","0","0"
"2944","PLU2944     ","0","0"
"2945","PLU2945     ","0","0"
"2946","PLU2946     ","0","0"
"2947","PLU2947     ","0","0"
"2948","PLU2948     ","0","0"
"2949","PLU2949     ","0","0"
"2950","PLU2950     ","0","0"
"2951","PLU2951     ","0","0"
"2952","PLU2952     ","0","0"
"2953","PLU2953     ","0","0"
"2954","PLU2954     ","0","0"
"2955","PLU2955     ","0","0"
"2956","PLU2956     ","0","0"
"2957","PLU2957     ","0","0"
"2958","PLU2958     ","0","0"
"2959","PLU2959     ","0","0"
"2960","PLU2960     ","0","0"
"2961","PLU2961     ","0","0"
"2962","PLU2962     ","0","0"
"2963","PLU2963     ","0","0"
"2964","PLU2964     ","0","0"
"2965","PLU2965     ","0","0"
"2966","PLU2966     ","0","0"
"2967","PLU2967     ","0","0"
"2968","PLU2968     ","0","0"
"2969","PLU2969     ","0","0"
"2970","PLU2970     ","0","0"
"2971","PLU2971     ","0","0"
"2972","PLU2972     ","0","0"
"2973","PLU2973     ","0","0"
"2974","PLU2974     ","0","0"
"2975","PLU2975     ","0","0"
"2976","PLU2976     ","0","0"
"2977","PLU2977     ","0","0"
"2978","PLU2978     ","0","0"
"2979","PLU2979     ","0","0"
"2980","PLU2980     ","0","0"
"2981","PLU2981     ","0","0"
"2982","PLU2982     ","0","0"
"2983","PLU2983     ","0","0"
"2984","PLU2984     ","0","0"
"2985","PLU2985     ","0","0"
"2986","PLU2986     ","0","0"
"2987","PLU2987     ","0","0"
"2988","PLU2988     ","0","0"
"2989","PLU2989     ","0","0"
"2990","PLU2990     ","0","0"
"2991","PLU2991     ","0","0"
"2992","PLU2992     ","0","0"
"2993","PLU2993     ","0","0"
"2994","PLU2994     ","0","0"
"2995","PLU2995     ","0","0"
"2996","PLU2996     ","0","0"
"2997","PLU2997     ","0","0"
"2998","PLU2998     ","0","0"
"2999","PLU2999     ","0","0"
"3000","PLU3000     ","0","0"
